,players_mv,players_name,domestic_team,country_name,domestic_team_country,plays_domestically
0,28000000.0,Emiliano Martínez,aston-villa/startseite/verein/405,Argentina,England,N
1,10000000.0,Gerónimo Rulli,ajax-amsterdam/startseite/verein/610,Argentina,Netherlands,N
2,16000000.0,Facundo Medina,rc-lens/startseite/verein/826,Argentina,France,N
3,5000000.0,Germán Pezzella,real-betis-sevilla/startseite/verein/150,Argentina,Spain,N
4,10000000.0,Marcos Acuña,fc-sevilla/startseite/verein/368,Argentina,Spain,N
5,35000000.0,Nahuel Molina,atletico-madrid/startseite/verein/13,Argentina,Spain,N
6,28000000.0,Guido Rodríguez,real-betis-sevilla/startseite/verein/150,Argentina,Spain,N
7,42000000.0,Alexis Mac Allister,brighton-amp-hove-albion/startseite/verein/1237,Argentina,England,N
8,15000000.0,Exequiel Palacios,bayer-04-leverkusen/startseite/verein/15,Argentina,Germany,N
9,20000000.0,Thiago Almada,atlanta-united-fc/startseite/verein/51663,Argentina,United States,N
10,30000000.0,Nicolás González,ac-florenz/startseite/verein/430,Argentina,Italy,N
11,45000000.0,Lionel Messi,fc-paris-saint-germain/startseite/verein/583,Argentina,France,N
12,8000000.0,Ángel Di María,juventus-turin/startseite/verein/506,Argentina,Italy,N
13,15000000.0,Giovanni Simeone,ssc-neapel/startseite/verein/6195,Argentina,Italy,N
14,12000000.0,Walter Benítez,psv-eindhoven/startseite/verein/383,Argentina,Netherlands,N
15,60000000.0,Cristian Romero,tottenham-hotspur/startseite/verein/148,Argentina,England,N
16,10000000.0,Leonardo Balerdi,olympique-marseille/startseite/verein/244,Argentina,France,N
17,2000000.0,Nicolás Otamendi,benfica-lissabon/startseite/verein/294,Argentina,Portugal,N
18,9000000.0,Nicolás Tagliafico,olympique-lyon/startseite/verein/1041,Argentina,France,N
19,85000000.0,Enzo Fernández,fc-chelsea/startseite/verein/631,Argentina,England,N
20,12000000.0,Leandro Paredes,juventus-turin/startseite/verein/506,Argentina,Italy,N
21,40000000.0,Rodrigo de Paul,atletico-madrid/startseite/verein/13,Argentina,Spain,N
22,14000000.0,Giovani Lo Celso,fc-villarreal/startseite/verein/1050,Argentina,Spain,N
23,9000000.0,Facundo Buonanotte,brighton-amp-hove-albion/startseite/verein/1237,Argentina,England,N
24,25000000.0,Alejandro Garnacho,manchester-united/startseite/verein/985,Argentina,England,N
25,12000000.0,Lucas Ocampos,fc-sevilla/startseite/verein/368,Argentina,Spain,N
26,50000000.0,Julián Álvarez,manchester-city/startseite/verein/281,Argentina,England,N
27,4000000.0,Mathew Ryan,az-alkmaar/startseite/verein/1090,Australia,Netherlands,N
28,450000.0,Joe Gauci,adelaide-united/startseite/verein/875,Australia,Australia,Y
29,1000000.0,Kye Rowles,heart-of-midlothian-fc/startseite/verein/43,Australia,Scotland,N
30,800000.0,Gianni Stensness,viking-stavanger/startseite/verein/239,Australia,Norway,N
31,450000.0,Jordan Bos,melbourne-city-fc/startseite/verein/25580,Australia,Australia,Y
32,600000.0,Ryan Strain,st-mirren-fc/startseite/verein/465,Australia,Scotland,N
33,750000.0,Aiden O'Neill,melbourne-city-fc/startseite/verein/25580,Australia,Australia,Y
34,650000.0,Keanu Baccus,st-mirren-fc/startseite/verein/465,Australia,Scotland,N
35,4000000.0,Riley McGree,fc-middlesbrough/startseite/verein/641,Australia,England,N
36,1200000.0,Denis Genreau,fc-toulouse/startseite/verein/415,Australia,France,N
37,700000.0,Brandon Borrello,western-sydney-wanderers/startseite/verein/36100,Australia,Australia,Y
38,800000.0,Mitchell Duke,machida-zelvia/startseite/verein/23568,Australia,Japan,N
39,750000.0,Tom Glover,melbourne-city-fc/startseite/verein/25580,Australia,Australia,Y
40,15000000.0,Harry Souttar,leicester-city/startseite/verein/1003,Australia,England,N
41,900000.0,Alessandro Circati,parma-calcio-1913/startseite/verein/130,Australia,Italy,N
42,500000.0,Joel King,sydney-fc/startseite/verein/8054,Australia,Australia,Y
43,850000.0,Nathaniel Atkinson,heart-of-midlothian-fc/startseite/verein/43,Australia,Scotland,N
44,900000.0,Connor Metcalfe,fc-st-pauli/startseite/verein/35,Australia,Germany,N
45,700000.0,Cammy Devlin,heart-of-midlothian-fc/startseite/verein/43,Australia,Scotland,N
46,50000.0,Alex Robertson,manchester-city-u23/startseite/verein/9265,Australia,England,N
47,1500000.0,Ajdin Hrustic,hellas-verona/startseite/verein/276,Australia,Italy,N
48,700000.0,Mathew Leckie,melbourne-city-fc/startseite/verein/25580,Australia,Australia,Y
49,2000000.0,Jamie Maclaren,melbourne-city-fc/startseite/verein/25580,Australia,Australia,Y
50,45000000.0,Thibaut Courtois,real-madrid/startseite/verein/418,Belgium,Spain,N
51,4000000.0,Arnaud Bodart,standard-luttich/startseite/verein/3057,Belgium,Belgium,Y
52,20000000.0,Arthur Theate,fc-stade-rennes/startseite/verein/273,Belgium,France,N
53,8500000.0,Sebastiaan Bornauw,vfl-wolfsburg/startseite/verein/82,Belgium,Germany,N
54,1500000.0,Jan Vertonghen,rsc-anderlecht/startseite/verein/58,Belgium,Belgium,Y
55,17000000.0,Leander Dendoncker,aston-villa/startseite/verein/405,Belgium,England,N
56,12000000.0,Orel Mangala,nottingham-forest/startseite/verein/703,Belgium,England,N
57,3000000.0,Olivier Deman,cercle-brugge/startseite/verein/520,Belgium,Belgium,Y
58,10000000.0,Hans Vanaken,fc-brugge/startseite/verein/2282,Belgium,Belgium,Y
59,18000000.0,Jérémy Doku,fc-stade-rennes/startseite/verein/273,Belgium,France,N
60,12000000.0,Dodi Lukébakio,hertha-bsc/startseite/verein/44,Belgium,Germany,N
61,40000000.0,Romelu Lukaku,inter-mailand/startseite/verein/46,Belgium,Italy,N
62,8000000.0,Matz Sels,rc-strassburg-alsace/startseite/verein/667,Belgium,France,N
63,2200000.0,Thomas Kaminski,blackburn-rovers/startseite/verein/164,Belgium,England,N
64,20000000.0,Wout Faes,leicester-city/startseite/verein/1003,Belgium,England,N
65,6000000.0,Ameen Al-Dakhil,fc-burnley/startseite/verein/1132,Belgium,England,N
66,28000000.0,Timothy Castagne,leicester-city/startseite/verein/1003,Belgium,England,N
67,30000000.0,Youri Tielemans,leicester-city/startseite/verein/1003,Belgium,England,N
68,8500000.0,Aster Vranckx,ac-mailand/startseite/verein/5,Belgium,Italy,N
69,15000000.0,Mike Trésor,krc-genk/startseite/verein/1184,Belgium,Belgium,Y
70,25000000.0,Yannick Carrasco,atletico-madrid/startseite/verein/13,Belgium,Spain,N
71,15000000.0,Alexis Saelemaekers,ac-mailand/startseite/verein/5,Belgium,Italy,N
72,9000000.0,Johan Bakayoko,psv-eindhoven/startseite/verein/383,Belgium,Netherlands,N
73,10000000.0,Michy Batshuayi,fenerbahce-istanbul/startseite/verein/36,Belgium,Turkey,N
74,45000000.0,Alisson,fc-liverpool/startseite/verein/31,Brazil,England,N
75,3000000.0,Weverton,se-palmeiras-sao-paulo/startseite/verein/1023,Brazil,Brazil,Y
76,70000000.0,Marquinhos,fc-paris-saint-germain/startseite/verein/583,Brazil,France,N
77,15000000.0,Danilo,juventus-turin/startseite/verein/506,Brazil,Italy,N
78,7500000.0,Alex Telles,fc-sevilla/startseite/verein/368,Brazil,Spain,N
79,18000000.0,Vanderson,as-monaco/startseite/verein/162,Brazil,Monaco,N
80,50000000.0,Casemiro,manchester-united/startseite/verein/985,Brazil,England,N
81,45000000.0,Lucas Paquetá,west-ham-united/startseite/verein/379,Brazil,England,N
82,14000000.0,Raphael Veiga,se-palmeiras-sao-paulo/startseite/verein/1023,Brazil,Brazil,Y
83,100000000.0,Rodrygo,real-madrid/startseite/verein/418,Brazil,Spain,N
84,55000000.0,Richarlison,tottenham-hotspur/startseite/verein/148,Brazil,England,N
85,13000000.0,Rony,se-palmeiras-sao-paulo/startseite/verein/1023,Brazil,Brazil,Y
86,45000000.0,Ederson,manchester-city/startseite/verein/281,Brazil,England,N
87,70000000.0,Éder Militão,real-madrid/startseite/verein/418,Brazil,Spain,N
88,30000000.0,Roger Ibañez,as-rom/startseite/verein/12,Brazil,Italy,N
89,9000000.0,Robert Renan,zenit-st-petersburg/startseite/verein/964,Brazil,Russia,N
90,7000000.0,Ayrton Lucas,flamengo-rio-de-janeiro/startseite/verein/614,Brazil,Brazil,Y
91,60000000.0,Bruno Guimarães,newcastle-united/startseite/verein/762,Brazil,England,N
92,14000000.0,André,fluminense-rio-de-janeiro/startseite/verein/2462,Brazil,Brazil,Y
93,38000000.0,Joelinton,newcastle-united/startseite/verein/762,Brazil,England,N
94,150000000.0,Vinicius Junior,real-madrid/startseite/verein/418,Brazil,Spain,N
95,30000000.0,Malcom,zenit-st-petersburg/startseite/verein/964,Brazil,Russia,N
96,22000000.0,Pedro,flamengo-rio-de-janeiro/startseite/verein/614,Brazil,Brazil,Y
97,800000.0,Devis Epassy,abha-club/startseite/verein/40039,Cameroon,Saudi Arabia,N
98,0.0,Marcelin Mbahbi,gazelle-fa-de-garoua/startseite/verein/105802,Cameroon,Cameroon,Y
99,1000000.0,Nicolas N'Koulou,aris-thessaloniki/startseite/verein/605,Cameroon,Greece,N
100,3000000.0,Enzo Tchato,montpellier-hsc/startseite/verein/969,Cameroon,France,N
101,1500000.0,Olivier Mbaizo,philadelphia-union/startseite/verein/25467,Cameroon,United States,N
102,4000000.0,Jean Onana,rc-lens/startseite/verein/826,Cameroon,France,N
103,0.0,Andre Zanga,as-aigle-royal-menoua/startseite/verein/39270,Cameroon,Cameroon,Y
104,2000000.0,Olivier Kemen,kayserispor/startseite/verein/3205,Cameroon,Turkey,N
105,0.0,Ben Elliott,fc-chelsea-u23/startseite/verein/9250,Cameroon,England,N
106,3000000.0,Nicolas Moumi Ngamaleu,dinamo-moskau/startseite/verein/121,Cameroon,Russia,N
107,28000000.0,Bryan Mbeumo,fc-brentford/startseite/verein/1148,Cameroon,England,N
108,2000000.0,Stéphane Bahoken,kasimpasa/startseite/verein/10484,Cameroon,Turkey,N
109,400000.0,Fabrice Ondoa,auda-kekava/startseite/verein/8606,Cameroon,Latvia,N
110,2500000.0,Oumar Gonzalez,ac-ajaccio/startseite/verein/1147,Cameroon,France,N
111,3000000.0,Nouhou,seattle-sounders-fc/startseite/verein/9636,Cameroon,United States,N
112,2000000.0,Malcom Bokele,fc-girondins-bordeaux/startseite/verein/40,Cameroon,France,N
113,1000000.0,Collins Fai,al-taee/startseite/verein/40079,Cameroon,Saudi Arabia,N
114,3000000.0,Martin Hongla,real-valladolid/startseite/verein/366,Cameroon,Spain,N
115,3000000.0,Olivier Ntcham,swansea-city/startseite/verein/2288,Cameroon,Wales,N
116,2000000.0,Pierre Kunde,vfl-bochum/startseite/verein/80,Cameroon,Germany,N
117,10000000.0,Karl Toko Ekambi,fc-stade-rennes/startseite/verein/273,Cameroon,France,N
118,250000.0,Jerome Ngom Mbekeli,waasland-beveren/startseite/verein/28643,Cameroon,Belgium,N
119,4000000.0,Ignatius Ganago,fc-nantes/startseite/verein/995,Cameroon,France,N
